A0A,Newfoundland,NL,10,3,47.5069481551,-53.0864743926,182.7354710117
A0B,Newfoundland,NL,10,3,47.46120287035,-53.57098206282,160.5409312233
A0C,Newfoundland,NL,10,3,48.40595513448,-53.71830873966,98.41204860077
A0E,Newfoundland,NL,10,3,47.50073097507,-55.06440216958,771.0401551946
A0G,Newfoundland,NL,10,3,49.1708531818,-54.27090810122,175.7691941281
A0H,Newfoundland,NL,10,3,48.29197824867,-55.77266292,257.1872330345
A0J,Newfoundland,NL,10,3,49.39517560778,-56.01490116704,235.4135114163
A0K,Newfoundland,NL,10,3,50.67781897076,-56.6099251075,699.0735548259
A0L,Newfoundland,NL,10,3,48.95835065333,-57.96128510667,72.23342923973
A0M,Newfoundland,NL,10,3,47.74311444545,-58.56243521818,95.47915191294
A0N,Newfoundland,NL,10,3,48.15701087566,-58.62805812321,233.8686736583
A0P,Newfoundland,NL,10,4,54.4357143,-60.14082090952,420.5175428098
A0R,Newfoundland,NL,10,4,53.216334735,-65.4388670825,203.6815554583
A1A,Newfoundland,NL,10,3,47.59502217831,-52.70979804305,10.33105460736
A1B,Newfoundland,NL,10,3,47.57009646248,-52.74427338256,16.67110956549
A1C,Newfoundland,NL,10,3,47.56454097497,-52.71566996813,22.1254485562
A1E,Newfoundland,NL,10,3,47.53888351977,-52.74889797539,18.60768691874
A1G,Newfoundland,NL,10,3,47.50967392071,-52.75737549704,10.63769302197
A1H,Newfoundland,NL,10,3,47.50377437559,-52.81037312787,24.66159372537
A1K,Newfoundland,NL,10,3,47.65808759218,-52.74233432347,397.4928206409
A1L,Newfoundland,NL,10,3,47.53856325113,-52.87546709941,108.5097478062
A1M,Newfoundland,NL,10,3,47.60221680242,-52.84777935539,20.29954892129
A1N,Newfoundland,NL,10,3,47.51649784548,-52.80886488043,14.64841681844
A1S,Newfoundland,NL,10,3,47.45475112741,-52.76866616519,10.06575378647
A1V,Newfoundland,NL,10,3,48.96052818361,-54.61181430167,7.805619728711
A1W,Newfoundland,NL,10,3,47.51960350225,-52.94237942526,32.26077883198
A1X,Newfoundland,NL,10,3,47.48937907261,-53.01705959588,20.06975552345
A1Y,Newfoundland,NL,10,3,47.73185212903,-53.21667500323,39.34843100284
A2A,Newfoundland,NL,10,3,48.93809913476,-55.65012260668,27.16070638011
A2B,Newfoundland,NL,10,3,48.95268062202,-55.66494475888,7.050892346348
A2H,Newfoundland,NL,10,3,48.95092403689,-57.95736184943,18.52380604893
A2N,Newfoundland,NL,10,3,48.5512191131,-58.58907933988,14.23043609954
A2V,Newfoundland,NL,10,4,52.93944805191,-66.9206486194,10.81828318322
A5A,Newfoundland,NL,10,3,48.16834175446,-53.97119864319,14.11976157579
A8A,Newfoundland,NL,10,3,49.20448714716,-57.43172280786,40.54272693775
B0C,Nova Scotia,NS,8,4,46.74230873333,-60.47324968,81.09636193335
B0E,Nova Scotia,NS,8,4,46.03407011925,-61.01315495328,151.3567823528
