R5J,Manitoba,MB,4,6,49.66968800 ,-96.64731100 
R5J,Manitoba,MB,4,6,49.90262800 ,-97.14514600 
R5J,Manitoba,MB,4,6,49.70788800 ,-96.64076400 
R5J,Manitoba,MB,4,6,49.66968800 ,-96.64731100 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.75163900 ,-96.52505700 
R5J,Manitoba,MB,4,6,56.13036600 ,-106.34677100 
R5J,Manitoba,MB,4,6,53.76086080 ,-98.81387620 
R5J,Manitoba,MB,4,6,49.73597600 ,-96.58047500 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.59002400 ,-96.79817500 
R5J,Manitoba,MB,4,6,49.78026300 ,-96.52260400 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.76178000 ,-96.43392500 
R5J,Manitoba,MB,4,6,49.74242300 ,-96.53214200 
R5J,Manitoba,MB,4,6,47.57379750 ,-52.73290530 
R5J,Manitoba,MB,4,6,49.90537050 ,-97.15308250 
R5J,Manitoba,MB,4,6,49.79065210 ,-96.59316420 
R5J,Manitoba,MB,4,6,49.70156900 ,-96.53216900 
R5J,Manitoba,MB,4,6,49.66968800 ,-96.64731100 
R5J,Manitoba,MB,4,6,56.13036600 ,-106.34677100 
R5J,Manitoba,MB,4,6,49.66968800 ,-96.64731100 
R5J,Manitoba,MB,4,6,49.66560450 ,-96.65001390 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.74313100 ,-96.52480790 
R5J,Manitoba,MB,4,6,49.66968800 ,-96.64731100 
R5J,Manitoba,MB,4,6,49.74769700 ,-96.55310300 
R5J,Manitoba,MB,4,6,49.59002400 ,-96.79817500 
R5J,Manitoba,MB,4,6,47.57379750 ,-52.73290530 
R5K,Manitoba,MB,4,6,49.77421110 ,-96.94397610 
R5K,Manitoba,MB,4,6,49.73962130 ,-96.87432750 
R5K,Manitoba,MB,4,6,49.73770500 ,-96.86880600 
R5K,Manitoba,MB,4,6,49.73770500 ,-96.86880600 
R5K,Manitoba,MB,4,6,49.78002500 ,-96.76904500 
R5K,Manitoba,MB,4,6,56.13036600 ,-106.34677100 
R5K,Manitoba,MB,4,6,49.72788900 ,-96.72327790 
R5K,Manitoba,MB,4,6,49.72788900 ,-96.72327790 
R5K,Manitoba,MB,4,6,49.72788900 ,-96.72327790 
R5K,Manitoba,MB,4,6,46.51071200 ,-63.41681360 
R5K,Manitoba,MB,4,6,49.72841370 ,-96.85833290 
R5K,Manitoba,MB,4,6,49.73923200 ,-96.86652100 
R5K,Manitoba,MB,4,6,49.74001860 ,-96.87493910 
R5K,Manitoba,MB,4,6,49.74001860 ,-96.87493910 
R5K,Manitoba,MB,4,6,49.74024800 ,-96.87047320 
R5K,Manitoba,MB,4,6,49.74817840 ,-96.89507270 
R5K,Manitoba,MB,4,6,49.73805010 ,-96.86988170 
R5K,Manitoba,MB,4,6,49.73805010 ,-96.86988170 
R5K,Manitoba,MB,4,6,49.73962130 ,-96.87432750 
R5K,Manitoba,MB,4,6,49.73962130 ,-96.87432750 
R5K,Manitoba,MB,4,6,49.73833290 ,-96.87649140 
R5K,Manitoba,MB,4,6,49.73637550 ,-96.87046660 
R5K,Manitoba,MB,4,6,49.74082490 ,-96.87024310 
R5K,Manitoba,MB,4,6,49.45826500 ,-96.89442400 
R5K,Manitoba,MB,4,6,49.74051510 ,-96.87455230 
R5K,Manitoba,MB,4,6,49.74251410 ,-96.87412270 
R5K,Manitoba,MB,4,6,49.74039100 ,-96.87924410 
R5K,Manitoba,MB,4,6,49.73962130 ,-96.87432750 
R5K,Manitoba,MB,4,6,49.75988150 ,-96.91602820 
